MATHEMATICAL PATTERN COLLECTION - ORDERBOOK DATA
Analyst: fedfraud
Generated: 2025-07-04 12:36:10 UTC
================================================================================


================================================================================
ORDERBOOK BY SYMBOL
================================================================================

TYPE|EXCHANGE|SYMBOL|RATE|INTERVAL|TIME|BUY_USD|BUY_COIN|SELL_USD|SELL_COIN
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_05:40:00|15648490.2909295|143.82404637|17018863.2214655|155.18872247
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_05:45:00|15788434.1876105|145.16119972|16708315.1963515|152.36811797
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_05:50:00|15657868.9523845|144.06978269|15933266.205365|145.4682588
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_05:55:00|15358820.9497525|141.3149201|16052732.4156395|146.58648137
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_06:00:00|10835529.1040235|99.75951304|11231209.8413235|102.5489722
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_06:05:00|15736040.8626175|144.92018563|15791902.7854075|144.32622399
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_06:10:00|14734148.9642165|135.70448643|15644070.7939245|143.01138255
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_06:15:00|15704141.9365505|144.77485467|15164865.7204745|138.7860593
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_06:20:00|15185026.1969435|139.96209901|16161755.4489485|147.82520805
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_06:25:00|15586917.6973285|143.62784715|16011130.613773|146.42633955
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_06:30:00|14762777.018236|136.0000184|16551370.435181|151.3118504
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_06:35:00|15599548.0523995|143.64565547|16528607.501849|151.0129989
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_06:40:00|15625294.097098|143.87415634|15747991.3190055|143.89872115
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_06:45:00|15729863.752405|144.88005436|16528529.343149|151.05196851
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_06:50:00|15740324.5508165|144.8989199|16541202.198507|151.1244087
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_06:55:00|15763778.9547345|145.1199364|16385930.456861|149.70497317
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_07:00:00|14802785.958825|136.26154494|15583786.65586|142.34292218
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_07:05:00|14963156.4923965|137.60745089|15735620.403946|143.5910562
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_07:10:00|14659909.1899635|134.96919016|15256059.1574285|139.31276598
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_07:15:00|15539433.0187435|143.14080429|16118505.0825905|147.35370897
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_07:20:00|15649716.8341035|144.2900384|14954541.6224915|136.88813907
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_07:25:00|15826255.2544025|145.893134|15366411.4409225|140.58462353
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_07:30:00|14903777.901084|137.44511649|13678130.822401|125.24068693
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_07:35:00|15728305.353679|145.0374681|14947885.0325265|136.84956679
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_07:40:00|15303037.779405|140.99671026|16270179.0634435|148.73629942
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_07:45:00|15746043.3270485|145.14404922|16006996.6893155|146.40312961
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_07:50:00|13898163.2833245|128.19047626|13330923.439461|122.02724229
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_07:55:00|15848870.502003|146.25131715|14103216.229892|129.17444114
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_08:00:00|10753760.6248035|99.26945119|10243058.6512725|93.81854638
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_08:05:00|16153132.9943255|149.05539419|14366700.693339|131.60964529
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_08:10:00|15842760.440787|146.28257405|14190046.8566065|130.0720736
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_08:15:00|16061561.9887165|148.40383058|14803876.4338955|135.73092826
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_08:20:00|15795951.5648965|145.85489924|15401003.989495|141.12286931
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_08:25:00|15734812.90397|145.15206814|15456832.5504625|141.49073857
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_08:30:00|14842507.160828|136.9067216|15113781.497728|138.25562505
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_08:35:00|14604659.9476555|134.727631|13930468.674255|127.52390957
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_08:40:00|15409409.1994005|142.07812705|14773916.916723|135.15122471
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_08:45:00|15556942.60435|143.38180695|15253820.2858555|139.54055559
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_08:50:00|14653701.6263495|135.12161576|15260992.5677535|139.63690088
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_08:55:00|15578011.286011|143.68694975|15354248.83135|140.55565872
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_09:00:00|14747124.972741|136.03879741|15362796.505056|140.633929
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_09:05:00|15596027.483353|143.79386823|15397445.631004|140.8892964
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_09:10:00|15408935.786007|142.05060902|15335106.4103545|140.29901255
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_09:15:00|15542386.788636|143.21955463|15340440.4196985|140.3307656
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_09:20:00|13959117.2910775|128.54331072|15685260.523207|143.35590257
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_09:25:00|15534790.713944|143.06890846|15770850.633878|144.09449306
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_09:30:00|13804701.05974|126.96644938|13546123.19767|123.74673308
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_09:35:00|15642415.956498|144.00530861|14807887.414616|135.29778528
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_09:40:00|14710319.3433455|135.37372551|15550292.1027|142.04489299
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_09:45:00|14895623.5013335|137.01995597|15874971.110541|144.94275767
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_09:50:00|15605012.0559915|143.66079848|14968360.7682255|136.77460909
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_09:55:00|15522881.585327|142.96640736|14869414.4445815|135.90605766
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_10:00:00|10515713.402118|96.83565937|11704445.60857|106.88835504
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_10:05:00|15035482.701031|138.27694669|15739458.5587|143.71071438
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_10:10:00|14776504.523113|135.90446621|15724994.003405|143.5773208
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_10:15:00|15673918.271201|144.27897684|15804114.285242|144.35167386
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_10:20:00|15795720.6140485|145.43221812|15741185.3308385|143.81115882
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_10:25:00|15744936.5343225|144.99166536|14614438.6804725|133.60129753
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_10:30:00|15631146.791189|143.94408698|14561635.397189|133.11217769
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_10:35:00|15702581.007114|144.62264871|14577058.6698635|133.27847285
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_10:40:00|13888367.8829805|127.77336977|14595269.5339115|133.28031067
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_10:45:00|15670769.086514|144.32018668|15554917.1670505|142.12021958
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_10:50:00|15533649.7551|143.10743802|15319941.334713|140.02247812
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_10:55:00|15620828.2154765|143.88991735|14489027.7011395|132.49170296
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_11:00:00|14659694.0595455|135.04953307|14483744.5497595|132.45444522
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_11:05:00|16009799.6933985|147.3793819|15906563.3518765|145.29807302
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_11:10:00|15789119.098108|145.35855491|15701265.9074905|143.42169805
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_11:15:00|15681586.434004|144.36865201|15495119.2499405|141.55017882
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_11:20:00|15579504.5219465|143.49545985|15743999.3196175|143.82308081
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_11:25:00|15658470.3214605|144.11806658|15774239.159577|144.06950409
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_11:30:00|15707708.2740285|144.48393141|15538953.274798|141.85144279
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_11:35:00|15725225.9558105|144.67472346|15641212.5086765|142.80322588
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_11:40:00|15704295.892627|144.52635695|15642811.490722|142.8502876
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_11:45:00|15807148.6868815|145.45277748|15598121.4663415|142.42874028
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_11:50:00|15611165.822967|143.66917069|15295264.5905695|139.65399794
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_11:55:00|15970727.1488785|147.21294982|14302416.3255085|130.81469698
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_12:00:00|10960043.512633|101.02795647|10206355.3260595|93.33973374
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_12:05:00|15597674.647528|143.62655175|15048751.8243685|137.49621665
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_12:10:00|15647680.8591025|144.19111211|14294079.2851915|130.71900545
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_12:15:00|13933655.5349425|128.35148166|12610634.092544|115.34845766
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_12:20:00|15958155.639284|147.11027959|15305832.2753785|140.07200625
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_12:25:00|15898548.4642365|146.59502047|15190593.575085|139.0410763
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_12:30:00|15953076.0241265|147.09157031|15288318.7842485|139.91682906
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_12:35:00|15976272.403524|147.32080814|15245022.4071085|139.56866799
SWAP|Bitfinex|tBTCF0:USTF0|0.01|5m|2025-07-04_12:40:00|16043385.86206|147.92548934|16210612.8733285|148.33304565
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-02_23:30:00|15737219.87657|144.92195022|14889533.7434395|136.08385399
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-02_23:45:00|15768222.8557725|145.48959108|14971691.0976285|137.12702929
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_00:00:00|189271.2118435|1.74170531|231427.8497095|2.11896772
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_00:15:00|13076135.9849445|120.42735694|13629627.4905595|124.69267945
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_00:30:00|14711247.602317|135.60887294|15498281.9785765|141.75189065
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_00:45:00|14872699.115409|136.83031705|15981227.341992|145.90596009
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_01:00:00|14888499.177458|137.11861409|15327400.247287|140.08255006
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_01:15:00|15567513.7999425|143.37289267|16105985.1804485|147.20145284
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_01:30:00|14695216.112588|135.11381224|16268428.011703|148.49277588
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_01:45:00|15450090.379459|142.22303215|16157080.026872|147.55373438
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_02:00:00|10549345.7395435|97.12798677|11208383.6960365|102.34788025
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_02:15:00|15247090.5301785|140.56242691|16017953.3911425|146.52120732
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_02:30:00|15719286.8706425|145.18989079|14913211.075379|136.75488368
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_02:45:00|15809822.065349|146.07933711|15056457.6465915|138.1165154
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_03:00:00|14473129.561139|133.5736044|15038203.8134415|137.74649451
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_03:15:00|15955957.706574|147.32374124|16116021.7544685|147.64221618
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_03:30:00|15261018.56879|140.81810588|15970113.073136|146.25420774
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_03:45:00|15639932.796739|144.24714057|16015632.648612|146.62564582
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_04:00:00|11047276.6551205|102.04260798|11114048.455065|101.82228841
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_04:15:00|15554630.01447|143.45932753|16276363.1205505|148.96975416
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_04:30:00|15468365.133154|142.46689009|16168358.8617625|147.78905307
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_04:45:00|15648220.1315115|144.15662134|16276625.338853|148.83784946
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_05:00:00|14550170.4481225|134.17856837|15351761.100699|140.48841028
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_05:15:00|14541880.2667375|133.76168531|15719326.0324585|143.46494938
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_05:30:00|15347346.391856|141.12732345|14953596.370123|136.45570069
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_05:45:00|14959791.2525635|137.41513847|16046919.476161|146.24209417
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_06:00:00|9624469.7199335|88.32013797|11372083.692732|103.51610126
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_06:15:00|15438487.2844395|141.73827967|16109705.260323|146.78177426
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_06:30:00|15448156.707055|141.66389842|16225970.9213595|147.64092251
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_06:45:00|15411648.092743|141.32874766|16496665.9286065|150.10357507
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_07:00:00|14483404.168825|132.76463595|15551798.7518445|141.42885497
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_07:15:00|14439208.2189365|132.60139613|15170991.973111|138.29774984
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_07:30:00|15386749.0529325|141.32933064|16178612.079099|147.47093103
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_07:45:00|13729737.283155|125.98397159|13861936.3900355|126.31184574
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_08:00:00|8849177.066125|81.21002489|8998246.115118|82.00382325
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_08:15:00|15614334.7232085|143.18521073|16516559.77022|150.27875081
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_08:30:00|14809117.2800095|135.70265516|16257986.8616735|147.7289707
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_08:45:00|15450942.939306|141.54468541|15869457.3250575|144.28274212
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_09:00:00|15018147.910643|137.72614632|15455339.987018|140.61619114
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_09:15:00|13867891.5080115|126.90184317|15451641.475108|140.33327705
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_09:30:00|13805878.2669815|125.91220377|13971227.6463955|126.52592883
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_09:45:00|10727611.2956105|97.7164055|11512706.5033055|103.91911079
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_10:00:00|5804173.3624535|53.00593629|6387436.6390935|57.79445258
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_10:15:00|10581868.4553695|96.57011905|11143490.518123|100.905065
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_10:30:00|15568576.3864455|142.33368629|15637382.536883|141.81250814
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_10:45:00|15539030.960314|142.00964169|16374644.714408|148.50736154
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_11:00:00|14486652.048288|132.32631725|15454237.766512|140.07967441
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_11:15:00|15747197.916719|144.06126812|15950766.797063|144.76883826
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_11:30:00|14841758.869393|135.82425842|14472051.299673|131.43476421
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_11:45:00|14478387.5706205|132.40527191|15885852.411107|144.19266675
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_12:00:00|10601085.384069|97.06743305|10415704.2692495|94.61384484
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_12:15:00|15040411.877241|137.78752835|15014058.3232225|136.4692285
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_12:30:00|12566648.2273535|115.11054463|14167052.9927735|128.55162738
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_12:45:00|14408368.779219|132.76199355|16023781.473974|146.33221236
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_13:00:00|14590855.3569055|134.13417467|15396635.326886|140.42541204
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_13:15:00|15459427.5226715|141.87789551|16438636.201484|149.67888015
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_13:30:00|13664975.5512855|125.42228137|14166852.3014475|129.06137056
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_13:45:00|13751715.3632555|125.40486492|16366095.258296|147.98744297
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_14:00:00|9170993.318494|83.4945848|9550492.7205935|86.19543467
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_14:15:00|14400739.691424|131.41106513|13802815.097091|124.95621407
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_14:30:00|14639650.675193|133.59954065|15088752.944771|136.6731545
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_14:45:00|15441223.412528|141.00611666|15993723.5289175|144.92346869
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_15:00:00|14668055.852496|134.13942834|15479805.193526|140.46979963
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_15:15:00|9896170.116901|90.72976975|11577998.51207|105.19281185
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_15:30:00|10641232.860639|97.47062198|11367615.2747505|103.26066584
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_15:45:00|10355942.484584|95.08061679|10479713.4068605|95.412851
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_16:00:00|8007474.4156295|73.62962932|7732825.8265255|70.57359463
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_16:15:00|15364714.6124355|141.02060522|16159062.78217|147.15040604
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_16:30:00|10656607.7857295|97.97168093|11361162.2299505|103.54783489
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_16:45:00|15473321.3496595|141.98461908|16115299.98914|146.75596632
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_17:00:00|14430546.844898|132.43332304|15073923.5253475|137.29734395
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_17:15:00|14709429.7556945|134.80100852|15181847.313548|138.02837504
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_17:30:00|15774324.0737025|144.57267115|15799268.358508|143.70505043
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_17:45:00|15610814.3959225|142.97161914|16270137.202346|147.88618736
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_18:00:00|10838164.175296|99.27744893|12332788.232144|112.06344153
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_18:15:00|14921030.202595|136.79461611|15833658.438483|144.01751384
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_18:30:00|15294065.957739|140.04752024|16265916.080421|147.75116755
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_18:45:00|15696591.187868|143.65578324|16273480.242838|147.83083859
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_19:00:00|14945542.0126125|136.7712485|16384981.424539|148.80085764
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_19:15:00|15800603.0129505|144.40023974|16378298.0464865|148.54009671
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_19:30:00|15881621.6170205|145.05316546|16402934.108253|148.64444612
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_19:45:00|14861072.957044|135.81279033|16335511.259846|148.04531643
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_20:00:00|9607592.8223365|87.86122104|11820835.9666545|107.14397381
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_20:15:00|15622469.675004|142.71786114|15935766.101705|144.49702568
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_20:30:00|15784196.192723|144.13281453|16000896.511522|145.05847776
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_20:45:00|15006819.3234425|136.96560911|15960065.162074|144.62538437
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_21:00:00|14791049.156585|135.03531786|16000671.2973795|145.00025977
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_21:15:00|15517506.8194105|141.78880671|16041586.0770165|145.49680879
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_21:30:00|15633357.980883|142.87513493|16177703.0011065|146.76338369
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_21:45:00|15061460.6872595|137.71351574|15899310.9188025|144.20898075
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_22:00:00|9014599.119507|82.39340163|10281521.155283|93.27301027
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_22:15:00|15763839.14873|144.17460073|15824021.0374085|143.62190723
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_22:30:00|14701482.5630995|134.49310257|16293165.4224005|147.87566276
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_22:45:00|14569615.169626|133.17011167|16828266.3369855|152.65694475
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_23:00:00|13968836.93751|127.72456374|15453704.3082665|140.29099178
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_23:15:00|15793335.580895|144.49359879|16075909.230064|146.01099917
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_23:30:00|15278459.864011|139.88631531|16826933.5803535|152.8760277
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-03_23:45:00|16001989.4495135|146.52342036|16067320.575012|146.0491667
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-04_00:00:00|642116.0937925|5.87463402|1492185.583243|13.54842331
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-04_00:15:00|15404463.5375645|141.04004621|14960299.441707|135.93075022
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-04_00:30:00|15718760.960484|144.02313769|15950074.569784|144.98150332
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-04_00:45:00|15792104.516903|144.51321062|16374868.55217|148.67498006
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-04_01:00:00|15097120.9073635|138.36007935|15925357.033453|144.8025301
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-04_01:15:00|16026984.043123|146.79306444|15940420.054097|144.83515613
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-04_01:30:00|15547077.018004|142.26561623|16142317.481145|146.56107117
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-04_01:45:00|15743257.6436895|144.18272366|15793031.640519|143.50382535
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-04_02:00:00|10877833.826629|99.68769914|12030667.4742725|109.31927063
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-04_02:15:00|15834548.626905|145.16412805|16042940.7388665|145.98678048
SWAP|Bitfinex|tBTCF0:USTF0|0.01|15m|2025-07-04_02:30:00|16125766.955781|147.96314863|17159461.8266345|156.19508159
